RANK_CO,PBLPRFR_NM,GENRE_NM,PBLPRFR_BEGIN_DE,PBLPRFR_END_DE,AREA_NM,PBLPRFR_PLACE_NM,RDNMADR_NM,LC_LA,LC_LO
1,"현대카드 슈퍼콘서트 27, 브루노 마스: the Purple osee",대중음악,20230617,20230618,서울특별시,잠실종합운동장,서울특별시 송파구 올림픽로 25 (잠실동),37.5161925,127.0759221
2,데스노트,뮤지컬,20230328,20230618,서울특별시,샤롯데씨어터,서울특별시 송파구 올림픽로 240 (잠실동),37.5105162,127.100563
3,성시경의 축가 콘서트,대중음악,20230602,20230606,서울특별시,연세대학교,서울특별시 서대문구 연세로 50 (신촌동),37.5637867,126.9429135
4,오페라의 유령 [부산],뮤지컬,20230325,20230618,부산광역시,드림씨어터 [부산],부산광역시 남구 전포대로 133 (문현동),35.1482786,129.0654385
5,영웅 [서울 용산],뮤지컬,20230317,20230521,서울특별시,블루스퀘어,서울특별시 용산구 이태원로 294 (한남동),37.5408717,127.0024401
6,맘마미아!,뮤지컬,20230324,20230625,서울특별시,충무아트센터,서울특별시 중구 퇴계로 387 (흥인동),37.5660139,127.0148131
7,조용필 & 위대한탄생 콘서트,대중음악,20230513,20230513,서울특별시,잠실종합운동장,서울특별시 송파구 올림픽로 25 (잠실동),37.5161925,127.0759221
8,"THE BOYZ 2ND WORLD TOUR, ZENERATION",대중음악,20230519,20230521,서울특별시,올림픽공원,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.1283636
9,베토벤: Beethoven Secret SEASON 2,뮤지컬,20230414,20230515,서울특별시,세종문화회관,서울특별시 종로구 세종대로 175 (세종로),37.5725254,126.9756429
10,광염 소나타,뮤지컬,20230313,20230604,서울특별시,대학로 드림아트센터,서울특별시 종로구 동숭길 123 (동숭동) 드림아트센터,37.5820171,127.0035363
11,레드북,뮤지컬,20230314,20230528,서울특별시,홍익대 대학로 아트센터,서울특별시 종로구 대학로 57,37.5769696,127.0020331
12,시카고,뮤지컬,20230527,20230806,서울특별시,블루스퀘어,서울특별시 용산구 이태원로 294 (한남동),37.5408717,127.0024401
13,브라더스 까라마조프,뮤지컬,20230325,20230618,서울특별시,예스24 스테이지(구. DCF대명문화공장),서울특별시 종로구 대학로12길 21 (동숭동),37.5827158,127.0032484
14,해적,뮤지컬,20230307,20230611,서울특별시,서경대학교 공연예술센터,서울특별시 종로구 동숭길 148 (혜화동),37.5820171,127.0035363
15,"백예린 단독공연, Square",대중음악,20230519,20230521,서울특별시,올림픽공원,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.1283636
16,식스 더 뮤지컬 (한국어),뮤지컬,20230331,20230625,서울특별시,코엑스 아티움,서울특별시 강남구 삼성동 영동대로 513 코엑스아티움,37.509993,127.061477
17,비스티,뮤지컬,20230516,20230813,서울특별시,링크아트센터,서울특별시 종로구 대학로14길 29,37.58469,127.0022947
18,대구힙합페스티벌,대중음악,20230506,20230507,대구광역시,대구스타디움,대구광역시 수성구 유니버시아드로 180,35.8297681,128.6901638
19,조용필 & 위대한탄생 콘서트 [대구],대중음악,20230527,20230527,대구광역시,대구스타디움,대구광역시 수성구 유니버시아드로 180,35.8297681,128.6901638
20,파우스트,연극,20230331,20230429,서울특별시,LG아트센터,서울특별시 강남구 논현로 508 (역삼동),37.5022937,127.0375211
21,트레이스 유,뮤지컬,20230511,20230820,서울특별시,링크아트센터,서울특별시 종로구 대학로14길 29,37.58469,127.0022947
22,호프: 읽히지 않은 책과 읽히지 않은 인생,뮤지컬,20230316,20230611,서울특별시,유니플렉스,서울특별시 종로구 대학로12길 64,37.5811328,127.0036997
23,인터뷰,뮤지컬,20230304,20230528,서울특별시,예스24 스테이지(구. DCF대명문화공장),서울특별시 종로구 대학로12길 21 (동숭동),37.5827158,127.0032484
24,윌리엄과 윌리엄의 윌리엄들,뮤지컬,20230308,20230528,서울특별시,대학로 아트원씨어터,서울특별시 종로구 대학로12길 83 (동숭동),37.5802316,127.0040004
25,백조의 호수,무용,20230609,20230611,서울특별시,예술의전당,서울특별시 서초구 남부순환로 2406 (서초동),37.4786896,127.0118241
26,영웅 [부산],뮤지컬,20230627,20230702,부산광역시,드림씨어터 [부산],부산광역시 남구 전포대로 133 (문현동),35.1482786,129.0654385
27,"피크타임 콘서트, YOUR TIME",대중음악,20230505,20230507,서울특별시,잠실종합운동장,서울특별시 송파구 올림픽로 25 (잠실동),37.5161925,127.0759221
28,친정엄마,뮤지컬,20230328,20230604,서울특별시,디큐브아트센터,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",37.5084321,126.8887332
29,HIPHOPPLAYA FESTIVAL,대중음악,20230429,20230430,서울특별시,난지한강공원,서울특별시 마포구 한강난지로 162,37.5628372,126.8854229
30,드림하이,뮤지컬,20230513,20230723,서울특별시,광림아트센터,서울특별시 강남구 논현로163길 33 (신사동),37.5238342,127.0251165
31,벚꽃 동산,연극,20230504,20230528,서울특별시,국립극단 [명동],서울특별시 중구 명동길 35 (명동1가),37.563999,126.9841738
32,나르치스와 골드문트,뮤지컬,20230415,20230702,서울특별시,티오엠씨어터(구. 문화공간필링),서울특별시 종로구 대학로8가길 85 (동숭동),37.5822467,127.0037166
33,은밀하게 위대하게: THE LAST,뮤지컬,20230304,20230507,서울특별시,KT&G 상상마당 대치아트홀,서울특별시 강남구 영동대로 416 (대치동),37.5065437,127.0653516
34,이찬원 콘서트: ONE DAY [부산],대중음악,20230609,20230610,부산광역시,벡스코 (BEXCO),부산광역시 해운대구 APEC로 55,35.1679229,129.1356974
35,"김윤아 단독 콘서트, 행복한 사랑은 없네",대중음악,20230623,20230702,서울특별시,연세대학교,서울특별시 서대문구 연세로 50 (신촌동),37.5637867,126.9429135
36,할란카운티,뮤지컬,20230516,20230716,서울특별시,한전아트센터,서울특별시 서초구 서초동 1355,37.485683,127.028023
37,PEAK FESTIVAL,대중음악,20230527,20230528,서울특별시,난지한강공원,서울특별시 마포구 한강난지로 162,37.5628372,126.8854229
38,iKON WORLD TOUR TAKE OFF IN SEOUL,대중음악,20230505,20230506,서울특별시,장충체육관,서울특별시 중구 장충동 동호로 241,37.558166,127.006717
39,"CRAVITY THE 1ST WORLD TOUR, MASTERPIECE IN SEOUL",대중음악,20230513,20230514,서울특별시,올림픽공원,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.1283636
40,히사이시 조 영화음악 콘서트 [서울(앵콜)],서양음악(클래식),20230513,20230514,서울특별시,롯데콘서트홀,서울특별시 송파구 올림픽로 300 (신천동) 롯데월드몰 8층 롯데문화재단,37.5130605,127.103495
41,인천펜타포트락페스티벌,대중음악,20230804,20230806,인천광역시,송도달빛축제공원,인천광역시 연수구 센트럴로 350,37.4078538,126.6325097
42,일라이,뮤지컬,20230210,20230430,서울특별시,링크아트센터,서울특별시 종로구 대학로14길 29,37.58469,127.0022947
43,파워풀 K 트롯 페스티벌,대중음악,20230520,20230520,대구광역시,대구스타디움,대구광역시 수성구 유니버시아드로 180,35.8297681,128.6901638
44,이상한 나라의 앨리스 오리지널 내한공연 [서울],서커스/마술,20230526,20230528,서울특별시,올림픽공원,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.1283636
45,"라포엠 OST 콘서트, 여름밤의 라라랜드",뮤지컬,20230630,20230723,서울특별시,코엑스 아티움,서울특별시 강남구 삼성동 영동대로 513 코엑스아티움,37.509993,127.061477
46,"NELL’S SEASON, Dance in the Rain",대중음악,20230505,20230506,서울특별시,올림픽공원,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.1283636
47,더 테일 에이프릴 풀스,뮤지컬,20230607,20230827,서울특별시,서경대학교 공연예술센터,서울특별시 종로구 동숭길 148 (혜화동),37.5820171,127.0035363
48,나쁜자석 (OUR BAD MAGNET),연극,20230307,20230528,서울특별시,대학로 아트원씨어터,서울특별시 종로구 대학로12길 83 (동숭동),37.5802316,127.0040004
49,포쉬,연극,20230309,20230521,서울특별시,예스24 스테이지(구. DCF대명문화공장),서울특별시 종로구 대학로12길 21 (동숭동),37.5827158,127.0032484
50,톤앤뮤직 페스티벌,대중음악,20230603,20230604,서울특별시,올림픽공원,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.52112,127.1283636
